Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Yemen,Zungubar City,Wheat,Retail,2020,7,325,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2020,8,387.5,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2020,9,387.5,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2020,10,350,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2020,11,350,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2020,12,350,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,1,362.5,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,2,350,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,3,400,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,4,400,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,5,400,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,6,450,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,7,520,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,8,500,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,9,500,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,10,600,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,11,760,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2021,12,737.5,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,1,600,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,2,600,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,3,775,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,4,725,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,5,680,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,6,700,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,7,725,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,8,800,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,9,800,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,10,813.3333,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,11,800,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wheat,Retail,2022,12,850,KG,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2016,7,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2016,8,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2016,9,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2016,10,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2016,11,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2016,12,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,1,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,2,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,3,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,4,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,5,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,6,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,7,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,8,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,9,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,10,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,11,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2017,12,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,1,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,2,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,3,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,4,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,5,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,6,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,7,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,8,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,9,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,10,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,11,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2018,12,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,1,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,2,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,3,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,4,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,5,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,6,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,7,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,8,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,9,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,10,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,11,6250,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2019,12,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,1,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,2,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,3,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,4,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,5,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,6,6000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,7,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,8,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,9,7750,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,10,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,11,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2020,12,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,1,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,2,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,3,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,4,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,5,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,6,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,7,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,8,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,9,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,10,7000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,11,7600,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2021,12,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,1,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,2,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,3,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,4,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,5,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,6,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,7,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,8,9600,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,9,10000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,10,10000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,11,10000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (qualified labour),Retail,2022,12,10000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2016,7,1938,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2016,8,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2016,9,1953,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2016,10,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2016,11,3130,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2016,12,282,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,1,313,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,2,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,3,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,4,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,5,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,6,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,7,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,8,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,9,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,10,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,11,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2017,12,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,1,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,2,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,3,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,4,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,5,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,6,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,7,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,8,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,9,2500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,10,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,11,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2018,12,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,1,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,2,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,3,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,4,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,5,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,6,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,7,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,8,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,9,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,10,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,11,3625,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2019,12,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,1,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,2,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,3,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,4,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,5,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,6,3500,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,7,3750,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,8,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,9,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,10,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,11,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2020,12,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,1,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,2,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,3,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,4,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,5,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,6,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,7,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,8,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,9,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,10,4000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,11,4600,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2021,12,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,1,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,2,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,3,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,4,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,5,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,6,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,7,5000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,8,7400,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,9,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,10,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,11,8000,Day,YER,WFP Monitoring
Yemen,Zungubar City,Wage (non-qualified labour),Retail,2022,12,8000,Day,YER,WFP Monitoring
Yemen,Aden City,Wheat,Retail,2009,3,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,4,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,5,90,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,6,90,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,7,90,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,8,85,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,9,90,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,10,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,11,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2009,12,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,1,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,2,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,3,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,4,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,5,100,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,6,345,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,7,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,8,150,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,9,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,10,135,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,11,140,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2010,12,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,1,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,2,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,3,165,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,4,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,5,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,6,125,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,7,150,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,8,160,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,9,150,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,10,180,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,11,170,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2011,12,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,1,133,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,2,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,3,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,4,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,5,110,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,6,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,7,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,8,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,9,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,10,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,11,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2012,12,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,1,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,2,135,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,3,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,4,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,5,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,6,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,7,,KG,YER,
Yemen,Aden City,Wheat,Retail,2013,8,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,9,125,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,10,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2013,11,,KG,YER,
Yemen,Aden City,Wheat,Retail,2013,12,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,1,125,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,2,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,3,120,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,4,,KG,YER,
Yemen,Aden City,Wheat,Retail,2014,5,130,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,6,133,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,7,138,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,8,135,KG,YER,WFP Sub-office
Yemen,Aden City,Wheat,Retail,2014,9,130,KG,YER,WFP Sub-office
